50, 50
8, 48, 34
6, 49, 34
7, 0, 35
10, 1, 35
8, 2, 35
13, 3, 35
13, 4, 35
6, 5, 35
1, 6, 35
24, 7, 35
1, 8, 35
4, 9, 35
9, 10, 35
16, 11, 35
11, 12, 35
24, 13, 35
14, 14, 35
16, 15, 35
10, 16, 35
22, 17, 35
10, 18, 35
6, 19, 35
2, 20, 35
21, 21, 35
9, 22, 35
16, 23, 35
6, 24, 35
16, 25, 35
18, 26, 35
13, 27, 35
1, 28, 35
19, 29, 35
20, 30, 35
2, 31, 35
21, 32, 35
0, 33, 35
18, 34, 35
21, 35, 35
20, 36, 35
19, 37, 35
20, 38, 35
0, 39, 35
4, 40, 35
1, 41, 35
2, 42, 35
22, 43, 35
13, 44, 35
1, 45, 35
11, 46, 35
10, 47, 35
14, 48, 35
11, 49, 35
11, 0, 36
23, 1, 36
19, 2, 36
15, 3, 36
0, 4, 36
20, 5, 36
8, 6, 36
3, 7, 36
16, 8, 36
3, 9, 36
23, 10, 36
3, 11, 36
3, 12, 36
15, 13, 36
2, 14, 36
17, 15, 36
2, 16, 36
17, 17, 36
15, 18, 36
14, 19, 36
25, 20, 36
6, 21, 36
7, 22, 36
13, 23, 36
12, 24, 36
12, 25, 36
12, 26, 36
2, 27, 36
20, 28, 36
22, 29, 36
7, 30, 36
19, 31, 36
18, 32, 36
23, 33, 36
17, 34, 36
24, 35, 36
18, 36, 36
8, 37, 36
9, 38, 36
20, 39, 36
17, 40, 36
11, 41, 36
22, 42, 36
12, 43, 36
13, 44, 36
21, 45, 36
8, 46, 36
4, 47, 36
9, 48, 36
9, 49, 36
7, 0, 37
19, 1, 37
19, 2, 37
21, 3, 37
10, 4, 37
20, 5, 37
8, 6, 37
23, 7, 37
23, 8, 37
23, 9, 37
15, 10, 37
25, 11, 37
15, 12, 37
0, 13, 37
3, 14, 37
11, 15, 37
19, 16, 37
16, 17, 37
22, 18, 37
17, 19, 37
4, 20, 37
17, 21, 37
9, 22, 37
24, 23, 37
3, 24, 37
22, 25, 37
18, 26, 37
8, 27, 37
3, 28, 37
23, 29, 37
4, 30, 37
1, 31, 37
6, 32, 37
6, 33, 37
10, 34, 37
3, 35, 37
5, 36, 37
20, 37, 37
16, 38, 37
22, 39, 37
12, 40, 37
5, 41, 37
14, 42, 37
20, 43, 37
4, 44, 37
13, 45, 37
8, 46, 37
24, 47, 37
8, 48, 37
8, 49, 37
22, 0, 38
3, 1, 38
21, 2, 38
16, 3, 38
17, 4, 38
4, 5, 38
21, 6, 38
18, 7, 38
4, 8, 38
4, 9, 38
1, 10, 38
2, 11, 38
17, 12, 38
1, 13, 38
2, 14, 38
7, 15, 38
8, 16, 38
14, 17, 38
14, 18, 38
18, 19, 38
13, 20, 38
16, 21, 38
19, 22, 38
19, 23, 38
18, 24, 38
13, 25, 38
4, 26, 38
20, 27, 38
19, 28, 38
23, 29, 38
21, 30, 38
23, 31, 38
23, 32, 38
13, 33, 38
19, 34, 38
14, 35, 38
1, 36, 38
17, 37, 38
11, 38, 38
13, 39, 38
1, 40, 38
22, 41, 38
25, 42, 38
1, 43, 38
20, 44, 38
1, 45, 38
1, 46, 38
22, 47, 38
23, 48, 38
22, 49, 38
5, 0, 39
15, 1, 39
25, 2, 39
17, 3, 39
9, 4, 39
11, 5, 39
19, 6, 39
17, 7, 39
10, 8, 39
19, 9, 39
4, 10, 39
16, 11, 39
25, 12, 39
15, 13, 39
6, 14, 39
7, 15, 39
5, 16, 39
0, 17, 39
8, 18, 39
14, 19, 39
12, 20, 39
0, 21, 39
4, 22, 39
2, 23, 39
8, 24, 39
3, 25, 39
20, 26, 39
1, 27, 39
24, 28, 39
19, 29, 39
10, 30, 39
21, 31, 39
14, 32, 39
6, 33, 39
4, 34, 39
21, 35, 39
15, 36, 39
16, 37, 39
12, 38, 39
17, 39, 39
13, 40, 39
8, 41, 39
4, 42, 39
17, 43, 39
9, 44, 39
21, 45, 39
23, 46, 39
6, 47, 39
7, 48, 39
6, 49, 39
11, 0, 40
4, 1, 40
11, 2, 40
22, 3, 40
22, 4, 40
18, 5, 40
9, 6, 40
12, 7, 40
22, 8, 40
19, 9, 40
16, 10, 40
4, 11, 40
12, 12, 40
6, 13, 40
7, 14, 40
22, 15, 40
5, 16, 40
0, 17, 40
22, 18, 40
22, 19, 40
8, 20, 40
1, 21, 40
10, 22, 40
12, 23, 40
25, 24, 40
4, 25, 40
6, 26, 40
4, 27, 40
5, 28, 40
9, 29, 40
9, 30, 40
11, 31, 40
13, 32, 40
0, 33, 40
9, 34, 40
22, 35, 40
14, 36, 40
13, 37, 40
0, 38, 40
0, 39, 40
8, 40, 40
22, 41, 40
23, 42, 40
11, 43, 40
13, 44, 40
6, 45, 40
5, 46, 40
5, 47, 40
22, 48, 40
23, 49, 40
15, 0, 41
14, 1, 41
10, 2, 41
7, 3, 41
11, 4, 41
10, 5, 41
17, 6, 41
22, 7, 41
4, 8, 41
0, 9, 41
0, 10, 41
0, 11, 41
18, 12, 41
7, 13, 41
11, 14, 41
2, 15, 41
11, 16, 41
0, 17, 41
21, 18, 41
11, 19, 41
14, 20, 41
11, 21, 41
4, 22, 41
0, 23, 41
19, 24, 41
25, 25, 41
16, 26, 41
7, 27, 41
25, 28, 41
20, 29, 41
23, 30, 41
19, 31, 41
12, 32, 41
24, 33, 41
0, 34, 41
17, 35, 41
7, 36, 41
3, 37, 41
25, 38, 41
1, 39, 41
4, 40, 41
20, 41, 41
24, 42, 41
22, 43, 41
6, 44, 41
19, 45, 41
4, 46, 41
22, 47, 41
8, 48, 41
21, 49, 41
19, 0, 42
21, 1, 42
21, 2, 42
22, 3, 42
10, 4, 42
3, 5, 42
17, 6, 42
11, 7, 42
24, 8, 42
25, 9, 42
22, 10, 42
1, 11, 42
2, 12, 42
6, 13, 42
7, 14, 42
14, 15, 42
23, 16, 42
4, 17, 42
10, 18, 42
13, 19, 42
19, 20, 42
18, 21, 42
14, 22, 42
0, 23, 42
0, 24, 42
12, 25, 42
12, 26, 42
23, 27, 42
18, 28, 42
2, 29, 42
7, 30, 42
13, 31, 42
12, 32, 42
10, 33, 42
0, 34, 42
18, 35, 42
25, 36, 42
7, 37, 42
4, 38, 42
20, 39, 42
9, 40, 42
5, 41, 42
18, 42, 42
6, 43, 42
3, 44, 42
11, 45, 42
23, 46, 42
8, 47, 42
5, 48, 42
16, 49, 42
16, 0, 43
22, 1, 43
0, 2, 43
22, 3, 43
7, 4, 43
7, 5, 43
10, 6, 43
0, 7, 43
12, 8, 43
14, 9, 43
1, 10, 43
1, 11, 43
1, 12, 43
17, 13, 43
23, 14, 43
18, 15, 43
18, 16, 43
19, 17, 43
18, 18, 43
17, 19, 43
18, 20, 43
2, 21, 43
13, 22, 43
25, 23, 43
5, 24, 43
2, 25, 43
23, 26, 43
1, 27, 43
22, 28, 43
21, 29, 43
9, 30, 43
20, 31, 43
8, 32, 43
0, 33, 43
14, 34, 43
10, 35, 43
8, 36, 43
0, 37, 43
12, 38, 43
1, 39, 43
2, 40, 43
11, 41, 43
18, 42, 43
7, 43, 43
14, 44, 43
17, 45, 43
13, 46, 43
15, 47, 43
14, 48, 43
1, 49, 43
20, 0, 44
25, 1, 44
7, 2, 44
23, 3, 44
2, 4, 44
25, 5, 44
8, 6, 44
1, 7, 44
23, 8, 44
0, 9, 44
10, 10, 44
5, 11, 44
6, 12, 44
12, 13, 44
20, 14, 44
13, 15, 44
2, 16, 44
21, 17, 44
9, 18, 44
17, 19, 44
12, 20, 44
21, 21, 44
5, 22, 44
10, 23, 44
18, 24, 44
16, 25, 44
7, 26, 44
25, 27, 44
1, 28, 44
1, 29, 44
7, 30, 44
20, 31, 44
24, 32, 44
1, 33, 44
25, 34, 44
8, 35, 44
17, 36, 44
19, 37, 44
21, 38, 44
12, 39, 44
2, 40, 44
25, 41, 44
22, 42, 44
21, 43, 44
19, 44, 44
19, 45, 44
16, 46, 44
16, 47, 44
18, 48, 44
15, 49, 44
4, 0, 45
16, 1, 45
4, 2, 45
20, 3, 45
8, 4, 45
14, 5, 45
1, 6, 45
15, 7, 45
21, 8, 45
19, 9, 45
12, 10, 45
19, 11, 45
8, 12, 45
5, 13, 45
10, 14, 45
8, 15, 45
22, 16, 45
0, 17, 45
5, 18, 45
15, 19, 45
23, 20, 45
9, 21, 45
19, 22, 45
24, 23, 45
9, 24, 45
22, 25, 45
23, 26, 45
18, 27, 45
17, 28, 45
8, 29, 45
4, 30, 45
9, 31, 45
3, 32, 45
6, 33, 45
9, 34, 45
3, 35, 45
24, 36, 45
24, 37, 45
12, 38, 45
15, 39, 45
16, 40, 45
5, 41, 45
16, 42, 45
1, 43, 45
10, 44, 45
4, 45, 45
24, 46, 45
14, 47, 45
16, 48, 45
5, 49, 45
0, 0, 46
20, 1, 46
24, 2, 46
1, 3, 46
15, 4, 46
9, 5, 46
6, 6, 46
8, 7, 46
12, 8, 46
6, 9, 46
19, 10, 46
9, 11, 46
16, 12, 46
17, 13, 46
16, 14, 46
8, 15, 46
25, 16, 46
5, 17, 46
8, 18, 46
11, 19, 46
8, 20, 46
25, 21, 46
14, 22, 46
13, 23, 46
13, 24, 46
5, 25, 46
9, 26, 46
22, 27, 46
18, 28, 46
2, 29, 46
3, 30, 46
20, 31, 46
21, 32, 46
17, 33, 46
16, 34, 46
22, 35, 46
10, 36, 46
0, 37, 46
20, 38, 46
18, 39, 46
0, 40, 46
9, 41, 46
19, 42, 46
7, 43, 46
1, 44, 46
14, 45, 46
22, 46, 46
20, 47, 46
8, 48, 46
17, 49, 46
17, 0, 47
15, 1, 47
2, 2, 47
6, 3, 47
25, 4, 47
5, 5, 47
24, 6, 47
19, 7, 47
15, 8, 47
4, 9, 47
10, 10, 47
13, 11, 47
0, 12, 47
19, 13, 47
24, 14, 47
23, 15, 47
23, 16, 47
1, 17, 47
19, 18, 47
10, 19, 47
3, 20, 47
0, 21, 47
16, 22, 47
24, 23, 47
21, 24, 47
19, 25, 47
18, 26, 47
24, 27, 47
2, 28, 47
14, 29, 47
0, 30, 47
17, 31, 47
7, 32, 47
6, 33, 47
7, 34, 47
9, 35, 47
7, 36, 47
4, 37, 47
18, 38, 47
12, 39, 47
9, 40, 47
0, 41, 47
18, 42, 47
20, 43, 47
0, 44, 47
11, 45, 47
25, 46, 47
8, 47, 47
18, 48, 47
25, 49, 47
5, 0, 48
14, 1, 48
4, 2, 48
18, 3, 48
8, 4, 48
17, 5, 48
7, 6, 48
0, 7, 48
4, 8, 48
19, 9, 48
10, 10, 48
7, 11, 48
11, 12, 48
11, 13, 48
17, 14, 48
17, 15, 48
0, 16, 48
7, 17, 48
12, 18, 48
20, 19, 48
0, 20, 48
9, 21, 48
17, 22, 48
4, 23, 48
9, 24, 48
20, 25, 48
2, 26, 48
25, 27, 48
16, 28, 48
0, 29, 48
6, 30, 48
7, 31, 48
20, 32, 48
7, 33, 48
0, 34, 48
10, 35, 48
19, 36, 48
16, 37, 48
9, 38, 48
2, 39, 48
9, 40, 48
24, 41, 48
7, 42, 48
12, 43, 48
14, 44, 48
17, 45, 48
21, 46, 48
9, 47, 48
16, 48, 48
11, 49, 48
4, 0, 49
2, 1, 49
5, 2, 49
24, 3, 49
1, 4, 49
20, 5, 49
2, 6, 49
15, 7, 49
22, 8, 49
12, 9, 49
14, 10, 49
3, 11, 49
1, 12, 49
9, 13, 49
13, 14, 49
25, 15, 49
5, 16, 49
17, 17, 49
6, 18, 49
8, 19, 49
4, 20, 49
12, 21, 49
11, 22, 49
17, 23, 49
11, 24, 49
22, 25, 49
14, 26, 49
22, 27, 49
7, 28, 49
2, 29, 49
21, 30, 49
8, 31, 49
13, 32, 49
6, 33, 49
22, 34, 49
18, 35, 49
9, 36, 49
0, 37, 49
23, 38, 49
8, 39, 49
11, 40, 49
20, 41, 49
20, 42, 49
21, 43, 49
4, 44, 49
12, 45, 49
7, 46, 49
14, 47, 49
13, 48, 49
11, 49, 49
16, 10
21, 14
14, 47
